start	end	text
1694160	1697100	これ何のために取ったんだろうねみたいなのが怖くてさ
1697100	1699440	ゲストを取らんかったやん
1699440	1702480	やけどティーチャーティーチャーの空気感っていうのが大体
1702480	1703480	把握できた
1703480	1706000	できてきたし把握できたことと
1706000	1711680	自分の中で等身大って目標が割と1年間で熟成してきたから
1711680	1713760	ゲストに迎合せずに
1713760	1715420	ティーチャーの空気感の中で
1715420	1717260	ゲストさんにも喋ってもらえるような
1717260	1718660	できればいいなと思って
1718660	1720980	そんな目標を掲げ
1720980	1722420	それはやってみたい
1722420	1723400	今はさ
1723400	1727200	結構つながりある人しか呼べん感じ
1727200	1729620	来週も
1729620	1731560	しゅんすけさんと収録する予定ですが
1731560	1733120	マジ仲良くなった人しか呼ばなかった
1733120	1734220	人しか呼べなかったけど
1734220	1736960	そうじゃなくても成立するように
1736960	1738460	ちゃんと問いを持って
1738460	1740460	これはティーチャーのリスナーさんにも
1740460	1742360	届けたい内容っていうか
1742360	1743960	自分が知りたいと思った内容を
1743960	1746380	実際どんどん出てきた問いは
1746380	1748240	あの人と話したい
1748240	1748860	この人と話したい
1748860	1749820	いっぱい出てきてるし
1749820	1753480	そういったいわゆる有名な方々と
1753480	1755580	接触する機会も増えたやん
1755580	1758340	そこで勇気出して
1758340	1760200	ティーチャーに出てくださいと
1760200	1762920	話そうかなと思っております
1762920	1763300	いいですね
1763300	1766600	その時のBeing
1766600	1767820	合心大
1767820	1769100	芸合しない
1769100	1771680	芸合しないか2人の雰囲気を守る
1771680	1773580	そっちも新年貫く
1773580	1776080	等身大とかとも近いかもしれない
1776080	1777040	なるほどね
1777040	1778740	という感じで
1778740	1779700	これですがなんか
1779700	1782300	めっちゃ有名な人来てさ
1782300	1783460	芸合しまくって
1783460	1786940	そっちもありえるけど
1786940	1789300	ぜひ指摘してほしいなと思います
1789300	1791420	1回目でそれが
1791420	1793380	達成できる出来るとかじゃないんで
1793380	1794600	そうそうちょっとずつ
1794600	1796420	1年通してまたね変化
1796420	1800480	毎回この目標を軸に振り返っていきたいと
1800480	1801500	思っています
1801500	1803100	すげーめっちゃ
1803100	1805560	1年後成長してるそうやね
1805560	1806540	ティーチャーティーチャーも
1806540	1809140	いい目標作れたよね
1809140	1809780	すごい
1809780	1811680	と思ってワクワクしてて
1811680	1813060	仕事以外とかどう?
1813820	1815000	個人的なですね
1815000	1817560	それで言うと
1817560	1818800	2つあって
1818800	1822200	1個は
1822200	1825100	ダンスのアウトプットやろうと
1825100	1826740	おーついに
1826740	1828280	ひとし動きます
1828280	1829800	ついに
1829800	1831300	これがどんな形かは
1831300	1833120	もうね需要があるのよそれは
1833120	1834620	間違いなく
1834620	1836700	あるっぽいことも分かってさ
1836700	1839480	いやないかもしれないけどね
1839480	1841720	めっちゃ言われるってだって
1841720	1843480	ひとしさん踊らないんですかって
1843480	1844460	そうなやん
1844460	1847260	本当に大前提としてビングから言うと
1847260	1849680	自分の成長を楽しむっていうことに
1849680	1850980	わーめちゃくちゃいい
1850980	1852400	そこにフォーカスしたいんよ
1852400	1853460	これに関しては
1853460	1854080	いいですな
1854080	1857860	あんまり周り喜んでくれたら嬉しいけど
1857860	1860620	そっちはどっちでもよくて
1860620	1864440	自分がやっぱ何かをどんどん向上していきたい
1864440	1867000	内面に向いてますね
1867000	1869540	こちらは内面に向こうかなと
1869540	1870900	めちゃくちゃいいですね
1870900	1874200	こないだあれがあったやん
1874200	1875480	大学のダンスサークルのさ
1875480	1877880	20周年記念パーティー
1877880	1879560	何人くらいおる?
1881020	1882720	一学年で150人くらいおったやろ?
1882720	1884480	俺らの時200人おったね
1884480	1885080	あ違うあの
1885080	1887120	4学年で200人おった
1887120	1888660	だから1学年50として
1888660	1890240	50人ぐらいで20年間
1890240	1892320	1000人ぐらいいるのか
1892320	1893940	の中で
1893940	1895460	20年の中での
1895460	1896900	なんていうんだろうね
1896900	1898220	表彰式みたいなのあったよね
1898220	1901020	歴代トップ部長ランキング
1901020	1902220	誰々さん
1902220	1904140	なってる中で
1904140	1905480	20年の中で
1905480	1909380	歴代トップオープダンサーみたいなのあったよね
1909380	1910620	最強のダンサー
1910620	1912620	最強のダンサー
1912620	1913920	ひとしー
1913920	1916660	嬉しいかったけど
1916660	1917460	すごすぎるやろ
1917460	1918080	びっくりしたね
1918080	1920980	大学から始めてる人ばっかじゃないじゃん
1920980	1924760	その中でキッズダンスからやってる人たちがいる中で
1924760	1926960	最強のダンサーにひとしが選ばれてて
1926960	1928360	会場湧いてたね
1928360	1929400	湧いてましたね
1929400	1931560	というのもあってあそこで超
1931560	1933640	自己効力感を
1933640	1935660	上げてもらい
1935660	1938900	やろうと思って
1938900	1939560	いいね
1939560	1941780	ダンス始めてしかもそれが
1941780	1942500	何かの結果
1942500	1944180	言ってたもんね
1944180	1946320	結果を求めるのもなんか違うし
1946320	1948500	今ねダンスショー行って
1948500	1949760	結果を求めるのも違うし
1949760	1951580	だからあんま乗り切れなかったけど
1951580	1953140	成長自体を楽しむみたいな
1953140	1956720	内面に向いてるのは相当いいね
1956720	1959120	よしちょっとついでに加えると
1959120	1961460	そこに妻も来とったよね
1961460	1962780	ダンスの
1962780	1964260	奥さんも上手やもんねダンス
1964260	1969140	俺が当日イベントの時に
1969140	1970980	ショーに出たりもしとって
1970980	1973240	あれを見て
1973240	1976160	ひとしあんなに輝いとったんやった
1976160	1977560	忘れとったって言われて
1977560	1979760	ダンスしって言われて
1979760	1981220	そうやね
1981220	1984480	確かにあの会場を沸かせてるひとしに
1984480	1986540	もう好きになったみたいなところも
1986540	1987500	ちょっとあるだろうしね
1987500	1989080	一側面としてね
1989080	1990820	それをね久々に
1990820	1992220	忘れるやんそんな
1992220	1994160	っていうので
1994160	1996540	妻も嬉しいということ
1996540	1999160	それはいいやんめっちゃハッピーね
1999160	2001460	お子さんも
2001460	2004180	息子ちゃんも喜ぶって
2004180	2006140	パパがかっこいいね
2006140	2008200	ダンス踊って
2008200	2009620	いやーぜひ
2009620	2011140	ぜひぜひです
2011140	2013360	それは喜ぶってみんな
2013360	2015060	みんなじゃないね
2015060	2016660	自分の内容ね
2016660	2019940	成長楽しんでたら結果的に周りが喜んでるっていう
2019940	2020560	この順番が
2020560	2023480	わかりやすいのですけどインスタにはアップしたいね
2023480	2025340	えぇー
2025340	2027680	皆さんインスタフォロー必須です
2027680	2028760	フォローぜひお願い致します
2028760	2030280	ひとしのダンスがまた復活します
2030280	2034500	久々に最近フォローした方はわからんかもしれないんですけど
2034500	2038660	もともとインスタグラムでひとしがディズニーの顔をつけて
2038660	2040560	バリバリダンスを踊ってましたと
2040560	2046800	これにはるかが教育の知識をつけて
2046800	2049740	ショート動画を発信するっていうのでバズって
2049740	2052720	ティーチャーティーチャーがよく認知されたっていうのが
2052720	2054280	広く認知されたっていう背景があって
2054280	2056400	だから結構ひとしのダンスは
2056400	2059220	昔からティーチャーティーチャーを聞いてる方にとっては
2059220	2060680	馴染み深い
2060680	2063020	馴染み深いものがあるかもしれない
2063020	2067200	バズるものを狙うというよりも
2067200	2070460	普通に自分で踊ってるのを出せたらいいかなと思ってます
2070460	2071680	それこそ楽しみつつね
2071680	2074800	バズらせることを目的に迷わしてたけど
2074800	2077660	ちょっとね今落ち着いて
2077660	2080460	これが一つで
2080460	2082200	もう一個は
2082200	2084340	もう一個もちなみにビーイングは
2084340	2085780	自分の成長を楽しむ
2085780	2088000	なんかすごいね成長意欲が
2088000	2090280	かなり心の状態いいですね
2090280	2092880	個人の方はそうしようと思って
2092880	2101160	一つめっちゃ得意な料理を作る
2101160	2104160	なんでその心は
2104160	2106720	料理が好きっていうのと
2106720	2111840	なんか料理ってさ絶妙に配合変わったりさ
2111840	2114040	焼く時間変えたりとかさ
2114040	2117180	ほんと自分の探求やん
2117180	2120560	それが面白いなと思って
2120560	2124280	その広がる世界に気づいちゃったんや
2124280	2127420	そうっていうのと角煮まんが好きで
2127420	2128740	角煮が好きで
2128740	2132860	好きよね油と甘じょっぱい味が等しい
2132860	2133500	そこ?そこ?
2134460	2135740	ごめんごめんさん単純回してしまった
2135740	2136900	失礼しました
2136900	2139920	料理を奥深く味が来る人たちに対して
2139920	2141400	失礼な発言をしてしまいました
2141400	2142800	ただの油好きなやつだ
2142800	2145180	確認業界の方にも失礼いたします
2145180	2146660	申し訳ございません
2146660	2150520	確認マンをちょっと極めようかなと今思ってる
2150520	2153600	現状ね変わるかもしれないです
2153600	2158120	変わるかもしれないかはあんま気にしてないってみんな
2158120	2161260	すいません確認マンがもしかしたら別の
2161260	2162900	そんなこと気にしない
2162900	2164860	人たち料理するんだなしか思ってないけど
2164860	2167460	確認って言いましたよねとか言わんか
2167460	2171100	これを極めていきたいなと思いました
2171100	2172740	確認マン
2172740	2174440	それはもう成長楽しむっていう
2174440	2176300	めっちゃいいですね
2176300	2177620	ということです
2177620	2180280	素晴らしい目標をありがとう
2180280	2183100	いやー楽しいこれ振り返るの楽しい2027年
2183100	2185520	確認はやってんのかな
2185520	2188260	すいません確認が変わっちゃいました
2188260	2191080	いやそれ別に気にしてないわとかっていうやつをまたやりたい
2191080	2193120	確認かどうかは気にしてないわ
2193120	2198420	僕はですね実は一緒です
2198420	2199760	え確認?
2199760	2201760	違うわ
2201760	2203760	特に作らんわ
2203760	2205760	ダンスします
2205760	2207760	嬉しいし
2207760	2209760	1月7日から実はレッスン始めます
2209760	2211760	ブレイクダンサー
2211760	2213760	ブレイクダンス始めます
2213760	2215760	前回の特別編で
2215760	2217760	最後に自分の生徒が来たって話した
2217760	2219760	その子がブレイクダンス
2219760	2221760	してて
2221760	2223760	僕も元々ブレイクダンスしてたからってことで
2223760	2225760	同じレッスン通うことになりました
2225760	2227760	だから生徒とコラボできるってことで
2227760	2229760	できるってことで
2229760	2230540	すごいね
2230540	2231640	始めることになって
2231640	2234440	ブレイクダンスはもともとずっとやりたいなと思っとったけど
2234440	2236340	場所もないし
2236340	2238000	機会もないしと思ってたけど
2238000	2240480	目的がないとしづらいよね
2240480	2242800	生徒と一緒にスポーツできる
2242800	2244800	ダンスできるってだけでまず嬉しいのと
2244800	2246420	もう一個は
2246420	2248100	マジでビーイングも被っちゃったんやけど
2248100	2249940	上達自体を楽しむ
2249940	2253860	ちょっとニュアンス違うよ
2253860	2256400	ちょっとニュアンス違って
2256400	2259280	成長を楽しむではないん
2259280	2260020	はいはいはい
2260020	2264240	物事を上達すること自体を楽しもうって決めてる
2264240	2265820	なるほどね
2265820	2267700	上達の法則って本であって
2267700	2268980	岡本さんの
2268980	2272220	上達の法則っていう本の中で
2272220	2277340	一個のものを上達して突き詰めると
2277340	2282520	上達する法則自体に脳のスキーマができて
2282520	2285240	物事をこんな風な手順で
2285240	2288280	こういう進め方をすれば
2288280	2290540	物事って上達するんだなっていう
2290540	2291880	このスキーマができるらしい
2291880	2292560	なるほどね
2292560	2294200	そっちを楽しむか
2294200	2294460	そう
2294460	2297420	俺は今までね
2297420	2299000	ダンスしたのも
2299000	2300900	学校の先生になって
2300900	2303440	ダンスの授業で子供たち楽しませたいなとか
2303440	2305700	直接やったよね
2305700	2307320	受験もそうで
2307320	2309600	別に勉強が楽しかったわけじゃなくて
2309600	2311740	受験成功することによって
2311740	2313740	将来こういう仕事つきたいなと思う
2313740	2315700	外発的だったら全部
2315700	2319440	だけど上達自体を楽しむっていうのは
2319440	2322800	今後人生を豊かに生きていく上で相当重要やなと思って
2322800	2326280	上達の隙間を作って
2326280	2328540	いろんなものを上達していく人生ってさ
2328540	2331440	この後5,60年退屈せんなと思って
2331440	2335220	まずはブレイクダンスを若いうちにできるブレイクダンスして
2335220	2338760	そこで上達するっていうのはこういうことなんだなを学んだ上で
2338760	2342740	いろんなことにその上達の法則を定義させていきたいなっていうのが
2342740	2343740	なるほど
2343740	2347220	全くダンス自体は一緒やし
2347220	2349460	ビーイングも似てたかなり
2349460	2350120	なるほどね
2350120	2351980	確かにちょっと違うねニュアンスが
2351980	2354360	俺は角に作るの上手くなった
2354360	2355500	こんな上手いもんできた
2355500	2358540	っていうこの自分の成長をかみしめて楽しい
2358540	2360380	はるかはその
2360380	2362180	物事上達するって
2362180	2364560	こういうスタンスで
2364560	2366860	こういう手順でやるっていうのがあるんだと
2366860	2368160	そうそうそうそうまさに
2368160	2369920	上達の仕方の方
2369920	2371520	って感じでね
2371520	2375440	今さポッドキャストの台本作るとかってさ
2375440	2376880	多分かなり
2376880	2378600	ポッドキャスト喋るのも
2378600	2381440	多分無意識のうちに上達はしてると思うんやけど
2381440	2383300	上達の法則は
2383300	2385240	体系付けられた
2385240	2387880	ダンスとかもさある程度こういう手順でやったら
2387880	2389620	上手くなるとかさあるやん
2389620	2393040	体系付けられたものを極めるみたいな経験をやっぱり
2393040	2394560	この年になってしたくなって
2394560	2396080	英語もそうやし
2396080	2399240	体系付けられたものを
2399240	2401440	ピラミッドの頂点まで行くみたいなところを
2401520	2403340	楽しみたいなって思ってて
2403340	2405560	ひとしはその多分スキーマがあると思うけど
2405560	2407620	ダンスとか特に
2407620	2410080	そういうのをやってみたいなって思って
2410080	2410940	なるほどね
2410940	2413560	すげーじゃあはるかもインスタで
2413560	2415880	ブレイクダンスアップして
2415880	2417720	等身大でいいならあげるけど
2417720	2418280	いやいいやろ
2418280	2422180	人を喜ばせられるほどのものはまだないけどね
2422180	2423960	でも純粋に
2423960	2425660	バクテンとかだけでね
2425660	2426460	すごいからね
2426460	2429740	でもそれもかなり外発的にやってたからね
2429740	2433300	これバク転したら会場湧くだろうって言ってたから
2433300	2435640	全然内発的じゃなかったけど
2435640	2439240	今回は上達を楽しみたいなというところでやっていました
2439240	2444880	ということで皆さんはどんなことをやりたいですか
2444880	2448680	そしてそれをやる時にどんな状態でありたいですか
2448680	2451600	皆さんの目標もぜひ
2451600	2452740	ハッシュタグティーチャーティーチャーで
2452740	2454440	はいXでぜひお願いします
2454440	2455060	お願いします
2455060	2461220	じゃあこれを神社に目標を宣言しに行きましょう
2461220	2463800	3社前に行ってまいります
2463800	2469460	おーエンジンはねはい終わりたいと思う
2469460	2471640	行きやなー
2471640	2473760	ありがとうございました
2473760	2476400	年明け1発目でした
2476400	2479640	今年もよろしくお願いします
2479640	2481420	それではまた
2485060	2515040	ご視聴ありがとうございました
